"id","label","transcription"
"e02b3e47-47d30ded.mp3","no-satire","En torno a la una de la madrugada la A52 quedaba libre de nieve y los coches volvían a circular, aunque con la advertencia de visibilidad reducida. Galicia se ha llevado la peor parte de este temporal. Nieve en el interior, las carreteras de Lugo y Orense han sido las más afectadas y fuerte viento en la costa en donde las rachas han alcanzado los 90 km por hora y se han visto olas de hasta 9 metros."
"7dbd590c-f2a39749.mp3","no-satire","En las calles de Madrid han vivido la primera gran manifestación nacional contra la violencia de género. Decenas de miles de personas llegadas de todos los puntos de España han participado en la multitudinaria marcha del 7N que ha reclamado un pacto de Estado contra las violencias machistas. Representantes de todos los partidos, sindicatos y colectivos sociales han respondido al llamamiento de la Marea Morada. Allí se encuentra Patricia Valero."
"1a7e2952-d3219e9b.mp3","no-satire","Buenas tardes, nos van a dar más detalles de esa operación en directo desde Ucrania. Otra noticia del día llega desde Bruselas. Ayer el Consejo Asesor de Artur Mas emitió un informe dando casi por seguro que una Cataluña independiente seguiría en la Unión Europea. Hoy la Unión Europea da su respuesta oficial. Insiste en que eso no ocurriría. Si Cataluña se independiza, dejará de ser territorio comunitario de forma automática."
"1116695e-02f98551.mp3","satire","Una de las declaraciones, Miguel, más sorprendentes por parte de los obispos ha sido la del arzobispo de Barcelona, Monseñor Omeya. Dice que esa cifra que arroja el informe de 440.000 víctimas es una extrapolación sin fundamento, pero es que añade que las cifras tienen intención de engañar. ¿Qué te parece esta afirmación? Yo creo que Omeya y los obispos españoles han dado un paso más."
"648922da-47e2438c.mp3","satire","Para las campañas publicitarias, fíjate, parece dinámica de TikTok de te doy 400 palos y votas por Morena como para decirle duplica, le das al siguiente y chingas a tu madre. Así fue formándose la carrera política de Manuel Velasco, desviando unos milloncitos por aquí, unos milloncitos por acá. Entre los proveedores de Velasco hay más fantasmas que en todo Comala."
"c5757000-1092fc3d.mp3","satire","Con lunacitos. Mis pijamas tanto de verano como de invierno son de todos cortos. No uso pijamas largos. Nada. No. Ni bragas estas de cuello vuelto para tener caliente la barriga. No. ¿Sabe usted que el invierno es como para acurrucarse más? Hay gente que se acurruca mucho a su pareja, hay gente que se acurruca a la bolsa de agua caliente. ¿Qué hace usted?"
"2d8b4355-23ac33c1.mp3","no-satire","Parece una contradicción que si puedes hacer eso, puedes responder las grandes preguntas sobre el origen del universo, de si hay vida en otro planeta y cómo sería esa forma de vida. Pero eso es lo que estamos haciendo bajo tierra. Este medio ambiente te permite hacer este tipo de estudios y muy bien."
"87087c95-efe6cdff.mp3","no-satire","sobre su manejo de la guerra indopakistaní, su distensión con la Unión Soviética, sus negociaciones con Chiang Kai-shek y Mao Zedong en China. Ahora podemos tener una visión completa de cómo se hace la política exterior y las cintas iluminan la locura de Nixon, su perversión, su extraña y mesiánica creencia en que podía realinear todo el orden mundial."
"e68801f4-bf5fdd45.mp3","no-satire","al lado de la casa de sus padres. Por eso lo veía mucho, porque seguramente pasaría a comer a la casa de sus padres. Y era la hora de comer a la que yo me iba a comer a la casa de mis padres. Entiendo, alcalde, que se lo pregunto porque si Daniel en algún momento dado empieza a acumular algún tipo de material, algún tipo de sustancia, algún tipo de aparataje para llevar a cabo este lamentable hecho, podría haberlo hecho sin que nadie en el pueblo tuviera constancia de lo que estaba pasando."
"c2efe4a2-fe3c3032.mp3","no-satire","Nos ocupamos de más cosas. Desde las 9 y media de la mañana la policía antifraude está registrando las oficinas de GOWEX en Madrid. Después de decretar ayer prisión provisional bajo fianza a su expresidente, Genaro García, el juez de la Audiencia Nacional, Santiago Pedraz, ha ordenado estos registros que Alberto Ramos van a mantenerse durante todo el día."
"5e7a2792-7001b46c.mp3","satire","Ya estamos de regreso en la red de la república. Señora bonita, amigo, como de casa, le estamos platicando en el bloque pasado acerca del muy lamentable incendio allá en Tepito, de toda la gente que se unió para echar la mano. Le mandamos un abrazo a toda la gente que que está allá, ojalá no no pase a mayores y que no haya, pues sí, que no haya habido pérdidas graves y estamos con todos ustedes. Vamos rápidamente con, ay Dios, Chema. Bueno."
"fa5ffc8f-5d396106.mp3","satire","Increpan desde un balcón a un astronauta de la Estación Espacial Internacional por salir a dar un paseo espacial. Xavi Puig. Vuelve a tu puta nave, desgraciado, gritaron varios vecinos que corrieron a espiar con sus telescopios. El astronauta argumenta que estaba paseando a Laika, una excusa que no ha convencido a los vecinos, que colgaron capturas del astronauta paseando en las redes sociales acompañadas de insultos de todo tipo."
"4f5f2fb0-e7078dc0.mp3","satire","Todo se vale, nunca faltan las traiciones y para mantenerse en el poder se humillarán más que a la de la torre fingiendo que llora. Así es, estamos hablando del senador del PAN y Mr. Bean con depresión, Miguel Ángel Yunes Márquez, quien acaba de ganarse el título de supercuate de esta secta putrefacta a la que conocemos como Morena."
"2bdc9c13-57247f59.mp3","no-satire","Ahora la escuela está vacía, con fragmentos de lo que fue desparramados por el suelo. La controversia sobre las armas químicas parece haber perdido fuerza. La tensión del mundo está cambiando de foco y alejándose de Siria. Pero para las víctimas de la guerra, el sufrimiento continúa con la misma intensidad."
"ae811f8b-402d0bed.mp3","satire","Ya lo estoy viendo, compañeros, ya lo estoy viendo. Está a dos... no sé, no se calcula, está muy cerca. Pues me cambio de helicóptero, si os parece bien. Desde aquí el micrófono parece mejor. Es que te oímos muy mal, Javi."
"e9c9a3f2-9c59e89b.mp3","no-satire","También pequeñas inundaciones y balsas de agua en puntos de la A7 y en algunos municipios de la Costa del Sol como Mijas, Marbella, Vélez Málaga y La Capital. Dos horas de intensa lluvia y granizo que muchos malagueños recogían así en las redes sociales y que mantuvieron en alerta a toda la provincia hasta las 3 de la madrugada."
"5f944b3f-e37557d1.mp3","no-satire","Esta madrugada lo han conseguido unos 60. Un grupo de inmigrantes cruza la valla fronteriza en Melilla tras una noche en la que hasta en seis puntos distintos de la verja se han registrado intentos de salto de modo simultáneo. Antes de llegar al centro de acogida se desprendieron de los zapatos y de la ropa con pinchos y ganchos que utilizan para sortear la llamada valla antitrepa que colocó el Ministerio del Interior en algunas zonas."
"253a63c2-5844accf.mp3","no-satire","Estos coloridos murales inspiran y atraen visitantes al pequeño pueblo de Botvalenque, en Hungría. Artistas romaníes de varios países pintaron los frescos en los muros de las casas como parte de un proyecto de arte que comenzó hace cinco años. Hoy, los 29 vibrantes murales que retratan escenas de canciones y cuentos tradicionales del pueblo gitano alegran la vida de la aldea."
"74f1eb32-6913879a.mp3","no-satire","Teresa Romero experimenta una leve mejoría. La técnico de enfermería que ha pasado su quinta noche en el hospital Carlos III permanece estable dentro de la gravedad. Los médicos no descartan complicaciones, pero de momento celebran que la paciente no haya empeorado en las últimas horas. Al parecer está consciente, incluso habla con ellos. Ainhoa Lujanvi, Última Hora."
"fcaf8e71-79fc3680.mp3","satire","Por supuesto. Quizá para rectificar alguna cosa de la primera. No hay que rectificar nada. ¿Señor Almida, cuántos ejemplares del Quijote calcula que se podrían imprimir con los árboles que ha talado en Madrid? Te digo una cosa, con los 10 euros que me regalaste no da ni para una edición mini. Ahí está. Para una de bolsillo seguro que sí. Vaya respuesta."
"695d3b30-7d3e8296.mp3","satire","a formarse para tener más posibilidades en su empresa de mejorar la productividad de las empresas. Esta es una cuestión fundamental. Desde 1888 que se fundó la UGT hemos reducido muy poco la jornada de trabajo y sin embargo la tecnología permite que se produzca mucho más con mucha menos gente."
"74efb0c3-0067a347.mp3","no-satire","Tras más de dos años de diferencias, los cinco miembros permanentes del Consejo de Seguridad de Naciones Unidas lograron un acuerdo sobre una resolución que exige la eliminación del arsenal de armas químicas de Siria. Se espera que este viernes haya una votación sobre el proyecto."
"421d1726-2efb5e1e.mp3","no-satire","Agricultura se reúne con representantes de los sectores afectados por el boicot de Rusia a los productos europeos. Agricultores y ganaderos piden ayudas a la Unión Europea y la ministra plantea que Bruselas pague los productos que iban a ser exportados y retirarlos del mercado para evitar así la caída de precios."
"ade449a4-805c574a.mp3","satire","Irene, tú, no sé si has tenido ocasión de informarte, ¿qué opinión tienes? Porque es que ya digo, se está hablando mucho del bosón de Hikes, muchísimo, pero nadie ha dicho, ostras, vamos a parar un momento, valoremos el bosón de Hikes, ¿qué opinión tenemos del bosón de Hikes? Vayamos a lo concreto, si queréis. Irene, ¿cuántos bosones te caben en la boca?"
"cdd56e7a-caee8c94.mp3","no-satire","Evidentemente drogas nada. Que no tenga ninguna droga de consumo y tampoco que beba demasiada cafeína. Estamos hablando de un fluido vivo. Sí. Con muchos riesgos si accedes a él de forma descontrolada. Efectivamente. Hay un mercado paralelo, no en España, sino en Estados Unidos y en algún país europeo, donde se comercializa. Es una leche que no lleva ningún control sanitario."
"a24d442b-c61b04d7.mp3","satire","¿Alguna cosa? ¿Lo ha leído usted? Porque yo estaba fuera. Sí, sí. ¿Ha leído? ¿Y qué tal? ¿Se ha trabado o no? No sé, creo que no. Vale, vale, vale. Tampoco es un drama trabarse en la vida. A mí me pone nervioso, eh. Sí, bueno, eso es otra cosa porque tenemos mucha arrogancia. Claro. Hay que saber también equivocarse. La humanidad al final está contra la vanidad, ¿no? Sí, yo creo que sí. Naturalidad. Yo soy de la LOGSE, que los informes piensan que me he recomanido. No, no, no, no. Así que gracias. Seguro que está bien preparado. Que vaya bien, gracias. Adiós."
"390c75d5-23d508fd.mp3","satire","Y ustedes dirán, ¿por qué no me puedo poner feliz de que por fin algo que prometió mi viejito santo se esté cumpliendo? Pues, mis nenesuras, disculpen si uno anda un poco incrédulo, pero a menos que en 15 días del famoso arranque de ese tramo, así es como lucen varias de las estaciones del Tren Maya. Algunas solo están en obra negra, o como le conoce Kalimba,"
"42a9fbe3-a8544bdd.mp3","satire","Lo que se hace ahora es TikToks Y entonces si tienes muchos seguidores Da gustito Entonces es"
"0ad1e7fe-e49c41c2.mp3","satire","Mira. ¿Cuántas gafas has roto? Dilo, Tomás. Pero, Biel, eso es ilegal lo que acabas de hacer. No, compro el agua por Amazon y viene de Estados Unidos. Y en Estados Unidos no están para tonterías. Entonces, en Estados Unidos sí que saben lo que la ciudadanía quiere."
"a1a40cf9-536cd688.mp3","satire","Un ángel que pasa del cielo al espacio. Sí, la verdad, el chiste se hace solo. ¿Y estás contento o alguna vez has pensado en cambiarte, Ángel? A ver, muchas veces me he pensado en cambiarme, pero no porque dude mi vocación, sino porque el sistema de las universidades está un poco anticuado y nuestra carrera necesitaría más parte práctica. Pero sería carísimo también, a nivel práctico, subir al espacio cada dos por tres para hacer prácticas."
"c7b0fbd6-9e2f81ef.mp3","no-satire","Nos ocupamos ahora del agresor sexual que en estos últimos meses ha raptado a dos menores en Madrid, en el barrio de Ciudad Lineal. Este individuo ha vuelto a actuar. Ayer secuestró a otra menor, a una niña de 7 años, que fue encontrada horas después, afortunadamente en una calle próxima al sitio en el que había desaparecido. Isaías Blázquez, la policía está ya investigando este nuevo caso. ¿Qué novedades tenemos?"
"967719b9-8d16a6e4.mp3","no-satire","Francia y México condenaron enérgicamente las acusaciones de espionaje sobre los gobiernos de ambos países por la Agencia de Seguridad Nacional de Estados Unidos. Mientras que París convocó al embajador estadounidense para aclarar los documentos filtrados, México calificó de inaceptable la presunta vigilancia al expresidente Felipe Calderón."
"516174bb-a53c9d86.mp3","satire","Ahora, si nos vamos a checar propiedades, Morena tiene más cola que el Episodio 8. Y Mar del Chor. De verdad, hermano, estamos checando las cosas. Tiene 13. Qué bueno que no cobran por foco. Sí, exacto. Vamos a un pequeño corte comercial y regresamos con la mañanera porque el presidente comentó que para las fiestas del 16 de septiembre no va a invitar al Poder Judicial de la Federación. Vamos con esto. Usted no se mueva y regresamos."
"085f9266-dd3e8d07.mp3","satire","—¡Me voy! ¡Ni se te ocurra seguirme! —gritó un señor de Alicante tras una discusión que pretendía dejar en alto con un portazo. La puerta tardó cinco eternos segundos en cerrarse suavemente pese a que el hombre la iba empujando sin éxito con el pie. —¡Y esta puerta es una mierda! —gritó con impotencia y consciente de haber hecho el ridículo."
"cc8ebf00-489aeafe.mp3","satire","El otro día barriendo se torció los dos tobillos y mi hermano se creía que era Harry Potter y se ha tragado una escoba. ¡Ay pobrecillo! ¡Cuántos problemas! Tú lo que necesitas es un hue... Mira, y cosiéndome el mallor... me pinché. ¡Uy! ¿Y cómo no me lo has dicho antes? ¡Tonto! ¡Que te podías haber desangrado!"
"762fbe64-393fc9ce.mp3","satire","En fin, por suerte, en este foro también ha habido discursos más centrados y con una visión un poco más social, como el del presidente francés Emmanuel Macron, o el de Pedro Sánchez, o incluso en un hecho tan sorprendente que roza el surrealismo que más de 250 ultramillonarios de todo el mundo hayan pedido pagar más impuestos."
"7d3c60a8-257e7e9b.mp3","satire","¡Gol! Es que si pones la oreja dice gol, te lo juro, o sea, pon la oreja y ya verás, es que se escucha Camacho, es una pasada, el botellín es que aparece en todas las fotos de la celebración, digamos que es como un talismán, ¿sabes? Deshacerse de él es como deshacerse de parte de la historia, pero bueno, al mismo tiempo, pues..."
"9ac67a7a-04475735.mp3","satire","de que no teníamos nada y se empieza a dar no sueltas todo de putazo tampoco eres pendejo porque si haces eso a menos de que seas Lennon y McCarthy te vas a morir de hambre y te vas a rendir y te va a chocar tu sueño el tema es que vas ganando poquito a poquito terreno yo es lo que siempre que he platicado ese tema es de cuando empezamos con el proyecto del Pulse y estos"
"50a7de96-2d245cd5.mp3","satire","Hace ocho años llevabais peleando primero contra el gobierno suizo, después contra distintos tribunales. ¿Por qué decidisteis, Elisabeth, acudir a Estrasburgo? Decidimos ir al Código Europeo de Derechos Humanos en Estrasburgo porque nos disminuyeron tres veces dentro de nuestro propio país. Y nos disminuyeron todos en el campo"
"6f95110d-940b8bde.mp3","satire","Ven aquí, ven aquí. Mata esto, virus. Mata esto, virus. No, no, no. Vamos a dejar ni una célula viva en todo el planeta. Ni una célula viva en todo el planeta. Ni una célula viva en todo el planeta vamos a dejar. Solo vamos a quedar nosotros. Solo nosotros. Escúchame."
"210ad2e2-313bdd0e.mp3","no-satire","El mexicano Edgar Tamayo fue ejecutado con una inyección letal en Texas, pese a las peticiones de los gobiernos de México y Estados Unidos para que se revisara el caso por supuestas irregularidades en el juicio. El caso de Tamayo, condenado por homicidio en 1994 por la muerte de un policía, ha tensado las relaciones diplomáticas entre México y Washington."
"110a1c6b-10ce75e5.mp3","satire","Era un fenómeno increíble porque venían grupos de empresas, asociaciones de vecinos, grupos de colegas... No había ningún dispositivo oficial para atender a toda esa gente. Era la gente la que se hacía cargo de ellos. Ese empoderamiento social que hubo"
"611f9055-c9925af8.mp3","no-satire","El delegado del gobierno en Melilla defiende la actuación de la Guardia Civil. También lo ha hecho un representante de los propios agentes. Aseguran que fueron correctas y proporcionadas las acciones para disuadir a los inmigrantes que ayer trataron de saltar la valla. Denuncian que estos son cada vez más agresivos y que en esta ocasión utilizaron palos y prendas de ropa ardiendo para enfrentarse a los agentes."
"bd5aee62-4935b0e4.mp3","no-satire","Los creadores de la serie creen que nadie debería opinar antes de verla. Como cualquier otro superhéroe, tiene un pasado y sus razones para usar la burka no tienen que ver con la sumisión. Pero más allá de la polémica, para los niños pakistaníes que crecen viendo violencia en sus pantallas, un superhéroe armado con libros puede ser un modelo a seguir."
"a7ce724c-8f921847.mp3","no-satire","La viuda de Emilio Botín recibe emocionada los aplausos de reconocimiento a su marido. Santander rinde hoy homenaje a uno de sus ciudadanos más célebres. Un nutrido grupo de familiares y representantes de la política y la empresa han acudido esta tarde al funeral por el banquero que se ha celebrado en la catedral de la capital cantadera."
"4086fdc2-481fe187.mp3","satire","a mi en el teclado de chemo en mi cara se puede ver mi semblante preocupado y entonces filtraron el teléfono de José Ramón López Beltrán del Junior y entonces ya salió el logo de como puede ser posible que me atacan puso una letra ve nomás ve nomás"
"afdf0bda-0f5571fd.mp3","satire","Hay dos posibilidades. La primera es que los asesores de nuestro cabecita de algodón se les volvió a olvidar pasarle la información completa al licenciado y por eso no pudo tomar las decisiones correctas. El resultado, la suburban que lo llevaba por carretera rumbo a Acapulco no pudo continuar más allá del poblado Tierra Colorada, lugar de nacimiento del Chapulín Colorado. Y esto..."
"c6b93f02-23e7ba0d.mp3","no-satire","acoso militar y económico. Su gigante vecino le ha dado un ultimátum para que pague la abultada deuda por la factura del gas. Esperaremos un mes más. Las espaldas de los contribuyentes rusos no pueden soportar eternamente el consumo de gas de 46 millones de ucranianos. Putin ha sugerido que sean los socios europeos de Ucrania los que se hagan cargo de una cuenta que ascienda a 1.239 millones de euros."
"9a459265-ab26e8f0.mp3","satire","Un cirujano del Hospital Clínic de Barcelona interrumpió ayer una operación de trasplante de corazón para ver un videotutorial titulado Do it yourself, heart surgery project, parte 2."
"79929dae-809da06b.mp3","no-satire","Una escritura con tanto ímpetu no podía menos que reflejar una personalidad como la de Cervantes, un espíritu aventurero incluso temerario. Y ese hombre cuya caligrafía nos lo desvela, inteligente, impulsivo y astuto... ¡En un lugar de la mancha! ¿Cómo se habría enfrentado a sus grandes obras? ¡No puedo acordarme! Se podría casi afirmar rotundamente que las escribió del tirón a medida que se le iban ocurriendo las cosas y las ideas."
"d1d6dccb-4ec577e9.mp3","no-satire","Una jueza salvadoreña emitió el martes una orden de captura contra el expresidente Francisco Flores, quien ha sido acusado de malversación y enriquecimiento ilícito. También ordenó el embargo de los bienes del exmandatario, quien se cree se encuentra en Panamá."
"a6b066e3-6514e703.mp3","no-satire","Avanzan a buen ritmo los preparativos para la sucesión en el trono. Hoy además hemos sabido que los nuevos reyes harán una gira por España y por algunos países cercanos. Y algo importante, la Casa Real es partidaria de mantener algún tipo de aforamiento de protección judicial para don Juan Carlos cuando deje de ser rey. Estos son algunos de los detalles que hemos conocido hoy sobre los cambios que se preparan en Zarzuela y que no van a ser pocos. El oído de Dios."
"a4d8e2bf-eeef039b.mp3","no-satire","Y para demostrar con el ejemplo que no existe peligro de radioactividad... Fraga, ministro entonces de Franco, se bañó junto al embajador de Estados Unidos. Fue la versión que el régimen difundió del accidente de Palomares, el pueblo donde cayeron cuatro bombas termonucleares tras colisionar en el aire dos aviones estadounidenses."
"4d9ca28d-1320d2cb.mp3","satire","Sabes que todos los ojos están puestos también en Ferraz. ¿Has escuchado, por ejemplo, al líder de Vox, Santiago Abascal, pedir a las fuerzas de seguridad que no acaten las directrices de sus mandos? ¿Qué te parece a ti? Se supone que cuando juras tu cargo como policía, juras lealtad a España y lealtad a la Constitución. Y si están rompiendo la Constitución, pues lógicamente que les digan que no acaten las leyes, yo lo haría. Si fuera policía, me negaría."
"06e7c526-4ae0d042.mp3","no-satire","Se salió ayer sin que esa rueda de prensa de Puebla y Iglesias hubiese terminado ni tan siquiera y ya le dijo directamente Pablo no sabes dónde estás. El pacto PSOE podemos estar lejos, cerca. La prensa del día de hoy da por hecho que está cada vez más lejos incluso que han reventado la investidura de Pedro Sánchez."
"89f5ee82-71506398.mp3","no-satire","Y seguimos con Microsoft. La compañía está amenazando con bloqueos de por vida de las cuentas de los usuarios de Xbox Live que utilicen versiones piratas del juego Halo 4. Las versiones pirateadas solo pueden ser utilizadas en aparatos modificados para funcionar con contenido ilegal."
"42e454de-08ea4087.mp3","no-satire","La compañía de videojuegos Valve pospuso el lanzamiento de su propia consola hasta 2015. Por lo pronto, se espera que Valve se asocie a fabricantes de PC para lanzar computadoras orientadas a consumidores de videojuegos. La consola que preveía lanzar Valve era del tipo Steam Machine, pero tiene problemas con el dispositivo de control."
"58b749e2-c3a88eeb.mp3","satire","La de Carmen Jiménez es una historia de superación, pero que arranca con un terrible episodio de violencia de género. De esa cara y esa cruz queremos hoy hablar con ella. Carmen, muchas gracias por atendernos. Gracias a vosotras. Bueno, para entender bien tu historia hay que echar un poco la vista atrás. ¿Cómo era tu vida antes de la lesión medular?"
"3fbd4ec9-9e74a4d0.mp3","no-satire","La infanta Cristina y su marido Iñaki Urdangarín se reúnen en Barcelona con sus abogados. Lo hacen tres días después de que la audiencia de Palma decidiera mantener la imputación de la infanta por delito fiscal. Mientras tanto, el juez Castro no aclara aún si va a aplicar o no la llamada doctrina Botín."
"85f1b41b-fdd7b9c0.mp3","no-satire","Porque esto es lo de siempre, el progresismo malentendido que es una falacia para hacer negocio de las mujeres a las que nos están borrando en todos los órdenes de la vida. Bien, pues esos países culturalmente evidentemente tienen un choque con nosotros. Entonces, evidentemente que hay personas excepcionales que vienen de Marruecos, que han venido de Palestina, me han criticado los de Vox, que no te imaginas por decir eso cuando yo he sido la máxima defensora de Israel y lo sigo siendo."
"f8133c90-d230c18f.mp3","satire","¿Por qué estoy viendo Sailor Moon? Porque, a ver, no nos hagan los pendejos De niños sí era muy de la caricatura de niñas Y la caricatura de niños No había punto intermedio Y Sailor, o sea Y luego ya cuando empezaron a hacer Sailor Moon Porque Sailor Moon lo pasaban en Caritele Y era de, bueno, pues ya pasan las cabezas de Zodíaco Y bueno, podría haber Sailor Moon Podría haber Sailor Moon Se transformó a Halo"
"d7b7dadf-848b965b.mp3","no-satire","¿Qué tal? Buenas noches. Putin no cede respalda a sus seguidores en el este de Ucrania y asegura que no espera tener que hacer uso de su derecho a enviar sus tropas a la zona. En una comparecencia televisiva y a preguntas de los espectadores no le importó hablar de lo que denominó la nueva Rusia, donde ya entra la anexionada región de Crimea y recordó a Europa que él tiene la llave del suministro del gas."
"31e390b5-8a4eb521.mp3","no-satire","Buenos días a todos. Sus primeras palabras han sido en español quizá como un gesto con el que intentar reconducir los roces de la última semana. El comisario de Asuntos Económicos fue desautorizado por el presidente de la comisión al adelantar que España no cumpliría su objetivo de definir. Hoy, Moscovici repite. Hay riesgo de que España no cumpla las previsiones de estabilidad y de crecimiento."
"f9b08c74-7e232c0e.mp3","satire","Con agua, ¿no? Con agua, con paredes y suelo. Tú ya tienes tus paredes, tú ya tienes tu suelo. Llena cualquier apartamento, cualquier habitación de agua dejando un trocito para sacar la cabeza y respirar. Y ya tienes tu propia piscina."
"d8c4516c-407064dc.mp3","satire","Con Félix Bolaños. Sí, hombre, sí, hombre, se me va a llenar esto de indeseables. Que empiezo dejando pasar a Bolaños y se me acaba colando Pablo Casado. No. Hombre, a ver, no se ponga así. Es miembro del gobierno y encima es madrileño. Que le recuerdo que ha invitado a Feijó. Que lo más cerca que ha estado de la Moncloa es cuando pasa por la Seixca Minorense."
